"Study","Disorder","Analysis","Model name","Age and Sex","BOLD Features","Age, Sex, and BOLD Features"
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-postcentral",38.2,55.1,53.3
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-posteriorcingulate",38.2,59.7,59.6
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-precentral",38.2,54.8,53.1
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-precuneus",38.2,60.9,62.8
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-rostralanteriorcingulate",38.2,56,55.6
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-rostralmiddlefrontal",38.2,47.1,46
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-superiorfrontal",38.2,54.7,54.6
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-superiorparietal",38.2,52.2,51.8
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-superiortemporal",38.2,52.3,50.2
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-supramarginal",38.2,43.8,42.8
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-temporalpole",38.2,53.1,50.4
"UCLA_CNP","ADHD","Brain_Region","ctx-rh-transversetemporal",38.2,52.6,52.3
"UCLA_CNP","ADHD","catch25_feature","fALFF",38.2,45.9,47.8
"ABIDE","ASD","Brain_Region","Angular_Gyrus",53,46.5,48.9
"ABIDE","ASD","catch25_feature","embedding_dist",53,52.4,52.9
"ABIDE","ASD","catch25_feature","ACF_first_min",53,53.6,53.9
"ABIDE","ASD","catch25_feature","AMI2",53,51.9,51.8
"ABIDE","ASD","catch25_feature","ACF_timescale",53,54.5,55.2
"ABIDE","ASD","catch25_feature","trev",53,52.6,53.5
"ABIDE","ASD","Brain_Region","Central_Opercular_Cortex",53,51.7,52.9
"ABIDE","ASD","Brain_Region","Cingulate_Gyrus_anterior_division",53,52.3,52.3
"ABIDE","ASD","Brain_Region","Cingulate_Gyrus_posterior_division",53,52.2,52
"ABIDE","ASD","Univariate_Combo","Combo",53,54.2,54.4
"ABIDE","ASD","Brain_Region","Cuneal_Cortex",53,52,52.4
"ABIDE","ASD","catch25_feature","mode_10",53,51.5,52.2
"ABIDE","ASD","catch25_feature","mode_5",53,51,52.4
"ABIDE","ASD","catch25_feature","mean",53,49.1,49.3
"ABIDE","ASD","catch25_feature","outlier_timing_neg",53,50.6,51.5
"ABIDE","ASD","catch25_feature","outlier_timing_pos",53,50.8,51.5
"ABIDE","ASD","catch25_feature","SD",53,59.5,60.3
"ABIDE","ASD","catch25_feature","whiten_timescale",53,51.9,52.7
"ABIDE","ASD","catch25_feature","forecast_error",53,55.6,56.5
"ABIDE","ASD","Brain_Region","Frontal_Medial_Cortex",53,51.2,52.9
"ABIDE","ASD","Brain_Region","Frontal_Operculum_Cortex",53,52.8,54.3
"ABIDE","ASD","Brain_Region","Frontal_Orbital_Cortex",53,52.4,54
"ABIDE","ASD","Brain_Region","Frontal_Pole",53,53,52.9
"ABIDE","ASD","Brain_Region","Heschls_Gyrus_includes_H1_and_H2",53,49.8,50.6
"ABIDE","ASD","catch25_feature","AMI_timescale",53,52.7,52.8
"ABIDE","ASD","Brain_Region","Inferior_Frontal_Gyrus_pars_opercularis",53,51.9,52.4
"ABIDE","ASD","Brain_Region","Inferior_Frontal_Gyrus_pars_triangularis",53,54.3,54.6
"ABIDE","ASD","Brain_Region","Inferior_Temporal_Gyrus_anterior_division",53,53.4,54.7
"ABIDE","ASD","Brain_Region","Inferior_Temporal_Gyrus_posterior_division",53,54,55.1
"ABIDE","ASD","Brain_Region","Inferior_Temporal_Gyrus_temporooccipital_part",53,49.6,51.7
"ABIDE","ASD","Brain_Region","Insular_Cortex",53,52.9,53.4
"ABIDE","ASD","Brain_Region","Intracalcarine_Cortex",53,49.4,51.3
"ABIDE","ASD","Brain_Region","Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)",53,52.2,51.7
"ABIDE","ASD","Brain_Region","Lateral_Occipital_Cortex_inferior_division",53,52.9,53.2
"ABIDE","ASD","Brain_Region","Lateral_Occipital_Cortex_superior_division",53,49.6,51.3
"ABIDE","ASD","Brain_Region","Lingual_Gyrus",53,48.1,50.1
"ABIDE","ASD","catch25_feature","high_fluctuation",53,50.4,52.6
"ABIDE","ASD","Brain_Region","Middle_Frontal_Gyrus",53,54.7,54.6
"ABIDE","ASD","Brain_Region","Middle_Temporal_Gyrus_anterior_division",53,50.3,50.8
"ABIDE","ASD","Brain_Region","Middle_Temporal_Gyrus_posterior_division",53,52.4,52.1
"ABIDE","ASD","Brain_Region","Middle_Temporal_Gyrus_temporooccipital_part",53,52.9,53.4
"ABIDE","ASD","Brain_Region","Occipital_Fusiform_Gyrus",53,50.8,52.1
"ABIDE","ASD","Brain_Region","Occipital_Pole",53,51.2,52
"ABIDE","ASD","catch25_feature","periodicity",53,52.4,53
"ABIDE","ASD","Brain_Region","Paracingulate_Gyrus",53,52.2,53
"ABIDE","ASD","Brain_Region","Parahippocampal_Gyrus_anterior_division",53,54.4,54.5
"ABIDE","ASD","Brain_Region","Parahippocampal_Gyrus_posterior_division",53,54.2,55.1
"ABIDE","ASD","Brain_Region","Parietal_Operculum_Cortex",53,52.2,52.8
"ABIDE","ASD","Brain_Region","Planum_Polare",53,51.7,52
"ABIDE","ASD","Brain_Region","Planum_Temporale",53,54.1,53.7
"ABIDE","ASD","Brain_Region","Postcentral_Gyrus",53,52.1,53.3
"ABIDE","ASD","Brain_Region","Precentral_Gyrus",53,50.6,50.6
"ABIDE","ASD","Brain_Region","Precuneous_Cortex",53,51.7,53.1
"ABIDE","ASD","catch25_feature","stretch_decreasing",53,52.7,54
"ABIDE","ASD","catch25_feature","stretch_high",53,48.8,49.8
"ABIDE","ASD","catch25_feature","entropy_pairs",53,54.2,53.8
"ABIDE","ASD","catch25_feature","transition_variance",53,52.4,52.8
"ABIDE","ASD","catch25_feature","DFA",53,52.2,52.6
"ABIDE","ASD","catch25_feature","rs_range",53,51.6,51.9
"ABIDE","ASD","catch25_feature","low_freq_power",53,52.3,53.7
"ABIDE","ASD","catch25_feature","centroid_freq",53,54.5,55.1
"ABIDE","ASD","Brain_Region","Subcallosal_Cortex",53,51.4,52.1
"ABIDE","ASD","Brain_Region","Superior_Frontal_Gyrus",53,55.1,54.7
"ABIDE","ASD","Brain_Region","Superior_Parietal_Lobule",53,49.8,51
"ABIDE","ASD","Brain_Region","Superior_Temporal_Gyrus_anterior_division",53,52.3,53
"ABIDE","ASD","Brain_Region","Superior_Temporal_Gyrus_posterior_division",53,53.3,53.9
"ABIDE","ASD","Brain_Region","Supracalcarine_Cortex",53,50.2,51.6
"ABIDE","ASD","Brain_Region","Supramarginal_Gyrus_anterior_division",53,52.5,52.8
"ABIDE","ASD","Brain_Region","Supramarginal_Gyrus_posterior_division",53,50.6,50.5
"ABIDE","ASD","Brain_Region","Temporal_Fusiform_Cortex_anterior_division",53,51.6,52.5
"ABIDE","ASD","Brain_Region","Temporal_Fusiform_Cortex_posterior_division",53,53.5,54.3
"ABIDE","ASD","Brain_Region","Temporal_Occipital_Fusiform_Cortex",53,49.7,51
"ABIDE","ASD","Brain_Region","Temporal_Pole",53,52.4,52.9
"ABIDE","ASD","catch25_feature","fALFF",53,53.4,53.4
"UCLA_CNP","SCZ","SPI","anm",56.7,51.4,NA
"UCLA_CNP","SCZ","SPI","bary_dtw_mean",56.7,48.2,NA
"UCLA_CNP","SCZ","SPI","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",56.7,62.3,NA
"UCLA_CNP","SCZ","SPI","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",56.7,55.6,NA
"UCLA_CNP","SCZ","SPI","cov_EmpiricalCovariance",56.7,67.3,NA
"UCLA_CNP","SCZ","SPI","di_gaussian",56.7,62,NA
"UCLA_CNP","SCZ","SPI","dtw_constraint-itakura",56.7,65.6,NA
"UCLA_CNP","SCZ","SPI","pec",56.7,59.7,NA
"UCLA_CNP","SCZ","SPI","phi_star_t-1_norm-0",56.7,52.4,NA
"UCLA_CNP","SCZ","SPI","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",56.7,49.8,NA
"UCLA_CNP","SCZ","SPI","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",56.7,53.1,NA
"UCLA_CNP","SCZ","SPI","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",56.7,52.2,NA
"UCLA_CNP","SCZ","SPI","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",56.7,50.3,NA
"UCLA_CNP","SCZ","SPI","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",56.7,50.1,NA
"UCLA_CNP","BP","SPI","anm",61.6,49.4,NA
"UCLA_CNP","BP","SPI","bary_dtw_mean",61.6,45.1,NA
"UCLA_CNP","BP","SPI","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",61.6,50.9,NA
"UCLA_CNP","BP","SPI","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",61.6,58.4,NA
"UCLA_CNP","BP","SPI","cov_EmpiricalCovariance",61.6,57.6,NA
"UCLA_CNP","BP","SPI","di_gaussian",61.6,59.6,NA
"UCLA_CNP","BP","SPI","dtw_constraint-itakura",61.6,56.7,NA
"UCLA_CNP","BP","SPI","pec",61.6,47.4,NA
"UCLA_CNP","BP","SPI","phi_star_t-1_norm-0",61.6,54.1,NA
"UCLA_CNP","BP","SPI","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",61.6,49.5,NA
"UCLA_CNP","BP","SPI","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",61.6,53.4,NA
"UCLA_CNP","BP","SPI","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",61.6,57.4,NA
"UCLA_CNP","BP","SPI","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",61.6,49,NA
"UCLA_CNP","BP","SPI","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",61.6,49.7,NA
"UCLA_CNP","ADHD","SPI","anm",38.2,50,NA
"UCLA_CNP","ADHD","SPI","bary_dtw_mean",38.2,50.3,NA
"UCLA_CNP","ADHD","SPI","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",38.2,50,NA
"UCLA_CNP","ADHD","SPI","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",38.2,46.5,NA
"UCLA_CNP","ADHD","SPI","cov_EmpiricalCovariance",38.2,54.6,NA
"UCLA_CNP","ADHD","SPI","di_gaussian",38.2,50.2,NA
"UCLA_CNP","ADHD","SPI","dtw_constraint-itakura",38.2,51.9,NA
"UCLA_CNP","ADHD","SPI","pec",38.2,48.5,NA
"UCLA_CNP","ADHD","SPI","phi_star_t-1_norm-0",38.2,52.1,NA
"UCLA_CNP","ADHD","SPI","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",38.2,50,NA
"UCLA_CNP","ADHD","SPI","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",38.2,47.1,NA
"UCLA_CNP","ADHD","SPI","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",38.2,46.3,NA
"UCLA_CNP","ADHD","SPI","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",38.2,50,NA
"UCLA_CNP","ADHD","SPI","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",38.2,50.1,NA
"ABIDE","ASD","SPI","anm",53,50.4,NA
"ABIDE","ASD","SPI","bary_dtw_mean",53,50.6,NA
"ABIDE","ASD","SPI","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",53,53.6,NA
"ABIDE","ASD","SPI","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",53,52.3,NA
"ABIDE","ASD","SPI","cov_EmpiricalCovariance",53,59.5,NA
"ABIDE","ASD","SPI","di_gaussian",53,55.5,NA
"ABIDE","ASD","SPI","dtw_constraint-itakura",53,55.9,NA
"ABIDE","ASD","SPI","pec",53,54.6,NA
"ABIDE","ASD","SPI","phi_star_t-1_norm-0",53,58.3,NA
"ABIDE","ASD","SPI","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",53,50.5,NA
"ABIDE","ASD","SPI","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",53,51.4,NA
"ABIDE","ASD","SPI","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",53,49.6,NA
"ABIDE","ASD","SPI","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",53,48.9,NA
"ABIDE","ASD","SPI","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",53,51.9,NA
"UCLA_CNP","SCZ","SPI_Combo","anm",56.7,64,63.6
"UCLA_CNP","SCZ","SPI_Combo","bary_dtw_mean",56.7,66,66.3
"UCLA_CNP","SCZ","SPI_Combo","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",56.7,64.6,64.7
"UCLA_CNP","SCZ","SPI_Combo","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",56.7,65.9,65.6
"UCLA_CNP","SCZ","SPI_Combo","cov_EmpiricalCovariance",56.7,71,71.1
"UCLA_CNP","SCZ","SPI_Combo","di_gaussian",56.7,66.8,66.7
"UCLA_CNP","SCZ","SPI_Combo","dtw_constraint-itakura",56.7,67.9,68.5
"UCLA_CNP","SCZ","SPI_Combo","pec",56.7,66.5,66.7
"UCLA_CNP","SCZ","SPI_Combo","phi_star_t-1_norm-0",56.7,64,64
"UCLA_CNP","SCZ","SPI_Combo","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",56.7,56.9,56.8
"UCLA_CNP","SCZ","SPI_Combo","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",56.7,64.9,64.7
"UCLA_CNP","SCZ","SPI_Combo","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",56.7,62.6,62.6
"UCLA_CNP","SCZ","SPI_Combo","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",56.7,59.1,59.2
"UCLA_CNP","SCZ","SPI_Combo","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",56.7,63.5,63.9
"UCLA_CNP","BP","SPI_Combo","anm",61.6,57.3,57
"UCLA_CNP","BP","SPI_Combo","bary_dtw_mean",61.6,56.5,56.3
"UCLA_CNP","BP","SPI_Combo","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",61.6,60.3,60.4
"UCLA_CNP","BP","SPI_Combo","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",61.6,64.1,63.9
"UCLA_CNP","BP","SPI_Combo","cov_EmpiricalCovariance",61.6,64.7,64.7
"UCLA_CNP","BP","SPI_Combo","di_gaussian",61.6,65.6,65.4
"UCLA_CNP","BP","SPI_Combo","dtw_constraint-itakura",61.6,67.7,67.4
"UCLA_CNP","BP","SPI_Combo","pec",61.6,60.2,60.2
"UCLA_CNP","BP","SPI_Combo","phi_star_t-1_norm-0",61.6,65.7,65.7
"UCLA_CNP","BP","SPI_Combo","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",61.6,51,51
"UCLA_CNP","BP","SPI_Combo","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",61.6,59.5,59.5
"UCLA_CNP","BP","SPI_Combo","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",61.6,61.5,61.5
"UCLA_CNP","BP","SPI_Combo","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",61.6,54.5,54.5
"UCLA_CNP","BP","SPI_Combo","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",61.6,58,58
"UCLA_CNP","ADHD","SPI_Combo","anm",38.2,50.1,50.1
"UCLA_CNP","ADHD","SPI_Combo","bary_dtw_mean",38.2,49.5,49.5
"UCLA_CNP","ADHD","SPI_Combo","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",38.2,51,50.8
"UCLA_CNP","ADHD","SPI_Combo","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",38.2,50.3,50.4
"UCLA_CNP","ADHD","SPI_Combo","cov_EmpiricalCovariance",38.2,51.8,51.9
"UCLA_CNP","ADHD","SPI_Combo","di_gaussian",38.2,49.9,49.9
"UCLA_CNP","ADHD","SPI_Combo","dtw_constraint-itakura",38.2,50.3,50
"UCLA_CNP","ADHD","SPI_Combo","pec",38.2,49.5,49.5
"UCLA_CNP","ADHD","SPI_Combo","phi_star_t-1_norm-0",38.2,51.4,51.4
"UCLA_CNP","ADHD","SPI_Combo","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",38.2,50,50
"UCLA_CNP","ADHD","SPI_Combo","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",38.2,49.1,49
"UCLA_CNP","ADHD","SPI_Combo","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",38.2,45.6,45.5
"UCLA_CNP","ADHD","SPI_Combo","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",38.2,49.9,49.9
"UCLA_CNP","ADHD","SPI_Combo","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",38.2,49.7,49.7
"ABIDE","ASD","SPI_Combo","anm",53,54.7,54.5
"ABIDE","ASD","SPI_Combo","bary_dtw_mean",53,56.3,56.4
"ABIDE","ASD","SPI_Combo","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",53,54.2,54.3
"ABIDE","ASD","SPI_Combo","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",53,55.1,55.3
"ABIDE","ASD","SPI_Combo","cov_EmpiricalCovariance",53,59.4,59.5
"ABIDE","ASD","SPI_Combo","di_gaussian",53,57.1,57
"ABIDE","ASD","SPI_Combo","dtw_constraint-itakura",53,57.1,57.2
"ABIDE","ASD","SPI_Combo","pec",53,56.6,57
"ABIDE","ASD","SPI_Combo","phi_star_t-1_norm-0",53,58.7,59.2
"ABIDE","ASD","SPI_Combo","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",53,53.7,53.6
"ABIDE","ASD","SPI_Combo","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",53,54.8,54.9
"ABIDE","ASD","SPI_Combo","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",53,54.3,54.8
"ABIDE","ASD","SPI_Combo","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",53,52.7,52.9
"ABIDE","ASD","SPI_Combo","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",53,55.9,55.9
