"index","Study","Disorder","Balanced_Accuracy","Balanced_Accuracy_SD","Confounds","Feature_Type","Analysis_Type","group_var"
175,"ABIDE","ASD",0.530465162750847,0.0399889010544031,"Age+Sex+FD","Features+Confounds","catch25_feature","fALFF"
176,"ABIDE","ASD",0.504632770391418,0.0380104403675581,"Age+Sex","Features+Confounds","pyspi14_SPI","anm"
177,"ABIDE","ASD",0.505321542759223,0.0470799737378596,"Age+Sex","Features+Confounds","pyspi14_SPI","bary_dtw_mean"
178,"ABIDE","ASD",0.537744670323804,0.0464739662019763,"Age+Sex","Features+Confounds","pyspi14_SPI","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
179,"ABIDE","ASD",0.523067024031447,0.0521611371877713,"Age+Sex","Features+Confounds","pyspi14_SPI","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
180,"ABIDE","ASD",0.595911136477486,0.0434396017825827,"Age+Sex","Features+Confounds","pyspi14_SPI","cov_EmpiricalCovariance"
181,"ABIDE","ASD",0.557445663034165,0.0436545034198394,"Age+Sex","Features+Confounds","pyspi14_SPI","di_gaussian"
182,"ABIDE","ASD",0.560298124485031,0.0448645324396381,"Age+Sex","Features+Confounds","pyspi14_SPI","dtw_constraint-itakura"
183,"ABIDE","ASD",0.545863714814419,0.0448416004042854,"Age+Sex","Features+Confounds","pyspi14_SPI","pec"
184,"ABIDE","ASD",0.584343094141188,0.0414994028314876,"Age+Sex","Features+Confounds","pyspi14_SPI","phi_star_t-1_norm-0"
185,"ABIDE","ASD",0.504612034748284,0.0471226037674431,"Age+Sex","Features+Confounds","pyspi14_SPI","pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
186,"ABIDE","ASD",0.512440277241708,0.0409901068631435,"Age+Sex","Features+Confounds","pyspi14_SPI","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
187,"ABIDE","ASD",0.497550381453712,0.0343708633982957,"Age+Sex","Features+Confounds","pyspi14_SPI","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
188,"ABIDE","ASD",0.490533556155954,0.0421914424143752,"Age+Sex","Features+Confounds","pyspi14_SPI","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5"
189,"ABIDE","ASD",0.520571855504732,0.0451278914110308,"Age+Sex","Features+Confounds","pyspi14_SPI","te_kraskov_NN-4_DCE_k-max-10_tau-max-4"
190,"ABIDE","ASD",0.504458929739703,0.0385426251759747,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","anm"
191,"ABIDE","ASD",0.504048788299349,0.0467873978138743,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","bary_dtw_mean"
192,"ABIDE","ASD",0.536682587945132,0.0465392280095241,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
193,"ABIDE","ASD",0.522070296567601,0.0508814872390305,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
194,"ABIDE","ASD",0.596000053378883,0.0446395443490626,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","cov_EmpiricalCovariance"
195,"ABIDE","ASD",0.557079039070605,0.0438898402748335,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","di_gaussian"
196,"ABIDE","ASD",0.559231090872758,0.0449275377737753,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","dtw_constraint-itakura"
197,"ABIDE","ASD",0.546372685888539,0.0448666140142032,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","pec"
198,"ABIDE","ASD",0.586293808323273,0.0412294402026024,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","phi_star_t-1_norm-0"
199,"ABIDE","ASD",0.503661856408066,0.0461065104892818,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
200,"ABIDE","ASD",0.510969935370491,0.0417316198064255,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
201,"ABIDE","ASD",0.498849825355243,0.0363439491443787,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
202,"ABIDE","ASD",0.495133601185832,0.0426682011967907,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5"
203,"ABIDE","ASD",0.520673419095406,0.0451493814572886,"Age+Sex+FD","Features+Confounds","pyspi14_SPI","te_kraskov_NN-4_DCE_k-max-10_tau-max-4"
204,"UCLA_CNP","ADHD",0.495340909090909,0.134909232636056,"Age+Sex","Features+Confounds","Brain_Region","Left-Accumbens-area"
205,"UCLA_CNP","ADHD",0.5225,0.136403826169488,"Age+Sex","Features+Confounds","Brain_Region","Left-Amygdala"
206,"UCLA_CNP","ADHD",0.425568181818182,0.15027169492116,"Age+Sex","Features+Confounds","Brain_Region","Left-Caudate"
207,"UCLA_CNP","ADHD",0.448522727272727,0.121805032082768,"Age+Sex","Features+Confounds","Brain_Region","Left-Hippocampus"
208,"UCLA_CNP","ADHD",0.476325757575758,0.145552811183503,"Age+Sex","Features+Confounds","Brain_Region","Left-Pallidum"
209,"UCLA_CNP","ADHD",0.460265151515151,0.120355982019278,"Age+Sex","Features+Confounds","Brain_Region","Left-Putamen"
210,"UCLA_CNP","ADHD",0.565265151515151,0.126801941624547,"Age+Sex","Features+Confounds","Brain_Region","Left-Thalamus-Proper"
211,"UCLA_CNP","ADHD",0.505606060606061,0.137063808002599,"Age+Sex","Features+Confounds","Brain_Region","Right-Accumbens-area"
212,"UCLA_CNP","ADHD",0.450416666666667,0.136126523052821,"Age+Sex","Features+Confounds","Brain_Region","Right-Amygdala"
213,"UCLA_CNP","ADHD",0.567840909090909,0.126694732368964,"Age+Sex","Features+Confounds","Brain_Region","Right-Caudate"
214,"UCLA_CNP","ADHD",0.503712121212121,0.12922599187687,"Age+Sex","Features+Confounds","Brain_Region","Right-Hippocampus"
215,"UCLA_CNP","ADHD",0.531439393939394,0.147912577147236,"Age+Sex","Features+Confounds","Brain_Region","Right-Pallidum"
216,"UCLA_CNP","ADHD",0.451515151515151,0.119533738902341,"Age+Sex","Features+Confounds","Brain_Region","Right-Putamen"
217,"UCLA_CNP","ADHD",0.551174242424242,0.14141362385941,"Age+Sex","Features+Confounds","Brain_Region","Right-Thalamus-Proper"
218,"UCLA_CNP","ADHD",0.417575757575758,0.123932961366611,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-bankssts"
219,"UCLA_CNP","ADHD",0.444507575757576,0.128901909177016,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-caudalanteriorcingulate"
220,"UCLA_CNP","ADHD",0.468712121212121,0.139774723280119,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-caudalmiddlefrontal"
221,"UCLA_CNP","ADHD",0.486363636363636,0.137004073742013,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-cuneus"
222,"UCLA_CNP","ADHD",0.460075757575758,0.133090652585945,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-entorhinal"
223,"UCLA_CNP","ADHD",0.569356060606061,0.140219950159525,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-frontalpole"
224,"UCLA_CNP","ADHD",0.565416666666667,0.141321725303836,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-fusiform"
225,"UCLA_CNP","ADHD",0.447765151515152,0.138999762699029,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-inferiorparietal"
226,"UCLA_CNP","ADHD",0.513219696969697,0.142335048129471,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-inferiortemporal"
227,"UCLA_CNP","ADHD",0.537537878787879,0.123468973677305,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-insula"
228,"UCLA_CNP","ADHD",0.49719696969697,0.129893412123705,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-isthmuscingulate"
229,"UCLA_CNP","ADHD",0.470984848484849,0.134165249626236,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-lateraloccipital"
230,"UCLA_CNP","ADHD",0.504204545454546,0.132476672710903,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-lateralorbitofrontal"
231,"UCLA_CNP","ADHD",0.479015151515152,0.117841808187378,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-lingual"
232,"UCLA_CNP","ADHD",0.465075757575758,0.139253195305587,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-medialorbitofrontal"
233,"UCLA_CNP","ADHD",0.494015151515151,0.131597774597682,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-middletemporal"
234,"UCLA_CNP","ADHD",0.465568181818182,0.105106743914861,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-paracentral"
235,"UCLA_CNP","ADHD",0.540492424242424,0.142170203357748,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-parahippocampal"
236,"UCLA_CNP","ADHD",0.550984848484849,0.131971951342113,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-parsopercularis"
237,"UCLA_CNP","ADHD",0.60155303030303,0.137763298344246,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-parsorbitalis"
238,"UCLA_CNP","ADHD",0.520492424242424,0.129871625130773,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-parstriangularis"
239,"UCLA_CNP","ADHD",0.446704545454545,0.130709407839854,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-pericalcarine"
240,"UCLA_CNP","ADHD",0.423825757575758,0.127866188875566,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-postcentral"
241,"UCLA_CNP","ADHD",0.504886363636364,0.148149306311909,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-posteriorcingulate"
242,"UCLA_CNP","ADHD",0.574469696969697,0.131414874584079,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-precentral"
243,"UCLA_CNP","ADHD",0.451136363636364,0.125429413329016,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-precuneus"
244,"UCLA_CNP","ADHD",0.477765151515151,0.136470572251151,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-rostralanteriorcingulate"
245,"UCLA_CNP","ADHD",0.488068181818182,0.11344409686168,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-rostralmiddlefrontal"
246,"UCLA_CNP","ADHD",0.405757575757576,0.116272953390712,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-superiorfrontal"
247,"UCLA_CNP","ADHD",0.395719696969697,0.105581879870486,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-superiorparietal"
248,"UCLA_CNP","ADHD",0.470757575757576,0.154426686029106,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-superiortemporal"
249,"UCLA_CNP","ADHD",0.474621212121212,0.134179594336055,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-supramarginal"
250,"UCLA_CNP","ADHD",0.519393939393939,0.144660807151712,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-temporalpole"
251,"UCLA_CNP","ADHD",0.402992424242424,0.132871019976366,"Age+Sex","Features+Confounds","Brain_Region","ctx-lh-transversetemporal"
252,"UCLA_CNP","ADHD",0.543522727272727,0.143571912414886,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-bankssts"
253,"UCLA_CNP","ADHD",0.435757575757576,0.119618483875255,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-caudalanteriorcingulate"
254,"UCLA_CNP","ADHD",0.47875,0.127520018939967,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-caudalmiddlefrontal"
255,"UCLA_CNP","ADHD",0.527159090909091,0.130485017480002,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-cuneus"
256,"UCLA_CNP","ADHD",0.56780303030303,0.148259032108025,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-entorhinal"
257,"UCLA_CNP","ADHD",0.411212121212121,0.112151455231725,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-frontalpole"
258,"UCLA_CNP","ADHD",0.543825757575758,0.156229510255547,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-fusiform"
259,"UCLA_CNP","ADHD",0.527462121212121,0.129297071098074,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-inferiorparietal"
260,"UCLA_CNP","ADHD",0.541742424242424,0.131000391340185,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-inferiortemporal"
261,"UCLA_CNP","ADHD",0.561931818181818,0.129510986729505,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-insula"
262,"UCLA_CNP","ADHD",0.585189393939394,0.142314682109447,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-isthmuscingulate"
263,"UCLA_CNP","ADHD",0.552348484848485,0.140081055096731,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-lateraloccipital"
264,"UCLA_CNP","ADHD",0.511401515151515,0.119694275628068,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-lateralorbitofrontal"
265,"UCLA_CNP","ADHD",0.498825757575758,0.14517426472459,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-lingual"
266,"UCLA_CNP","ADHD",0.561893939393939,0.130780312492037,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-medialorbitofrontal"
267,"UCLA_CNP","ADHD",0.574469696969697,0.156190510746324,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-middletemporal"
268,"UCLA_CNP","ADHD",0.557765151515151,0.133526560141841,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-paracentral"
269,"UCLA_CNP","ADHD",0.527651515151515,0.139991139140826,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-parahippocampal"
270,"UCLA_CNP","ADHD",0.542840909090909,0.140642052021441,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-parsopercularis"
271,"UCLA_CNP","ADHD",0.483106060606061,0.147769373891334,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-parsorbitalis"
272,"UCLA_CNP","ADHD",0.54375,0.142872553731017,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-parstriangularis"
273,"UCLA_CNP","ADHD",0.47905303030303,0.132195829524203,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-pericalcarine"
274,"UCLA_CNP","ADHD",0.533787878787879,0.124856356047994,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-postcentral"
275,"UCLA_CNP","ADHD",0.596325757575758,0.133037103406686,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-posteriorcingulate"
276,"UCLA_CNP","ADHD",0.530984848484849,0.149520444150512,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-precentral"
277,"UCLA_CNP","ADHD",0.627878787878788,0.132398127536871,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-precuneus"
278,"UCLA_CNP","ADHD",0.556174242424242,0.139324443315057,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-rostralanteriorcingulate"
279,"UCLA_CNP","ADHD",0.459204545454545,0.121251398547176,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-rostralmiddlefrontal"
280,"UCLA_CNP","ADHD",0.545530303030303,0.138080941589805,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-superiorfrontal"
281,"UCLA_CNP","ADHD",0.517613636363636,0.130283069446909,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-superiorparietal"
282,"UCLA_CNP","ADHD",0.501893939393939,0.135649145932511,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-superiortemporal"
283,"UCLA_CNP","ADHD",0.427765151515151,0.125745330360331,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-supramarginal"
284,"UCLA_CNP","ADHD",0.505151515151515,0.129624123846043,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-temporalpole"
285,"UCLA_CNP","ADHD",0.523409090909091,0.154108488017278,"Age+Sex","Features+Confounds","Brain_Region","ctx-rh-transversetemporal"
286,"UCLA_CNP","ADHD",0.485227272727273,0.130455519539096,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Accumbens-area"
287,"UCLA_CNP","ADHD",0.5125,0.134770198211196,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Amygdala"
288,"UCLA_CNP","ADHD",0.419848484848485,0.150134048249602,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Caudate"
289,"UCLA_CNP","ADHD",0.44344696969697,0.127666955020903,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Hippocampus"
290,"UCLA_CNP","ADHD",0.480075757575758,0.145571972514978,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Pallidum"
291,"UCLA_CNP","ADHD",0.473295454545455,0.132935882173107,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Putamen"
292,"UCLA_CNP","ADHD",0.560606060606061,0.133772312468044,"Age+Sex+FD","Features+Confounds","Brain_Region","Left-Thalamus-Proper"
293,"UCLA_CNP","ADHD",0.48969696969697,0.136387101337915,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Accumbens-area"
294,"UCLA_CNP","ADHD",0.440378787878788,0.127657152055556,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Amygdala"
295,"UCLA_CNP","ADHD",0.557727272727273,0.130438432009804,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Caudate"
296,"UCLA_CNP","ADHD",0.497462121212121,0.127797211352972,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Hippocampus"
297,"UCLA_CNP","ADHD",0.524583333333333,0.145581803603906,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Pallidum"
298,"UCLA_CNP","ADHD",0.436325757575758,0.121578273828171,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Putamen"
299,"UCLA_CNP","ADHD",0.53875,0.13759504094006,"Age+Sex+FD","Features+Confounds","Brain_Region","Right-Thalamus-Proper"
300,"UCLA_CNP","ADHD",0.419431818181818,0.132447087632551,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-bankssts"
301,"UCLA_CNP","ADHD",0.440606060606061,0.12664986531864,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-caudalanteriorcingulate"
302,"UCLA_CNP","ADHD",0.446287878787879,0.134981753531853,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-caudalmiddlefrontal"
303,"UCLA_CNP","ADHD",0.493409090909091,0.134497980487963,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-cuneus"
304,"UCLA_CNP","ADHD",0.458636363636364,0.126466410388541,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-entorhinal"
305,"UCLA_CNP","ADHD",0.565416666666667,0.145851697649965,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-frontalpole"
306,"UCLA_CNP","ADHD",0.565037878787879,0.141819461075844,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-fusiform"
307,"UCLA_CNP","ADHD",0.437159090909091,0.133590279548982,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-inferiorparietal"
308,"UCLA_CNP","ADHD",0.500416666666667,0.137390589995223,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-inferiortemporal"
309,"UCLA_CNP","ADHD",0.537083333333333,0.144017199622764,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-insula"
310,"UCLA_CNP","ADHD",0.481628787878788,0.126780817963482,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-isthmuscingulate"
311,"UCLA_CNP","ADHD",0.468068181818182,0.131775048224034,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-lateraloccipital"
312,"UCLA_CNP","ADHD",0.5,0.129769928330534,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-lateralorbitofrontal"
313,"UCLA_CNP","ADHD",0.477878787878788,0.112004557569025,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-lingual"
314,"UCLA_CNP","ADHD",0.452727272727273,0.137697831451517,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-medialorbitofrontal"
315,"UCLA_CNP","ADHD",0.486515151515152,0.124002171642802,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-middletemporal"
316,"UCLA_CNP","ADHD",0.453371212121212,0.111217620240464,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-paracentral"
317,"UCLA_CNP","ADHD",0.527537878787879,0.141261206124119,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-parahippocampal"
318,"UCLA_CNP","ADHD",0.546931818181818,0.134856625898228,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-parsopercularis"
319,"UCLA_CNP","ADHD",0.591325757575758,0.144009752551013,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-parsorbitalis"
320,"UCLA_CNP","ADHD",0.513674242424242,0.13292445616108,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-parstriangularis"
321,"UCLA_CNP","ADHD",0.455378787878788,0.128477565076178,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-pericalcarine"
322,"UCLA_CNP","ADHD",0.415265151515151,0.122888402154209,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-postcentral"
323,"UCLA_CNP","ADHD",0.507727272727273,0.147407512630595,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-posteriorcingulate"
324,"UCLA_CNP","ADHD",0.570416666666667,0.127265410708042,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-precentral"
325,"UCLA_CNP","ADHD",0.458371212121212,0.123464747876258,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-precuneus"
326,"UCLA_CNP","ADHD",0.467348484848485,0.132599018467508,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-rostralanteriorcingulate"
327,"UCLA_CNP","ADHD",0.490833333333333,0.111520163854096,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-rostralmiddlefrontal"
328,"UCLA_CNP","ADHD",0.40844696969697,0.129521818701674,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-superiorfrontal"
329,"UCLA_CNP","ADHD",0.385416666666667,0.106670182690246,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-superiorparietal"
330,"UCLA_CNP","ADHD",0.481742424242424,0.15196823517112,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-superiortemporal"
331,"UCLA_CNP","ADHD",0.4775,0.13859830608951,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-supramarginal"
332,"UCLA_CNP","ADHD",0.50030303030303,0.1393126101892,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-temporalpole"
333,"UCLA_CNP","ADHD",0.392045454545455,0.130937890959856,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-lh-transversetemporal"
334,"UCLA_CNP","ADHD",0.533030303030303,0.141029377847826,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-bankssts"
335,"UCLA_CNP","ADHD",0.430833333333333,0.124003691029613,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-caudalanteriorcingulate"
336,"UCLA_CNP","ADHD",0.471969696969697,0.124466098762358,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-caudalmiddlefrontal"
337,"UCLA_CNP","ADHD",0.513598484848485,0.140367055819136,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-cuneus"
338,"UCLA_CNP","ADHD",0.562916666666667,0.148628469136142,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-entorhinal"
339,"UCLA_CNP","ADHD",0.402613636363636,0.113746369313427,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-frontalpole"
340,"UCLA_CNP","ADHD",0.526287878787879,0.143720553600221,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-fusiform"
341,"UCLA_CNP","ADHD",0.520530303030303,0.12442787696206,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-inferiorparietal"
342,"UCLA_CNP","ADHD",0.529772727272727,0.140933711821576,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-inferiortemporal"
343,"UCLA_CNP","ADHD",0.550757575757576,0.124591791561451,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-insula"
344,"UCLA_CNP","ADHD",0.573787878787879,0.144243633169048,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-isthmuscingulate"
345,"UCLA_CNP","ADHD",0.546136363636364,0.132288902135094,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-lateraloccipital"
346,"UCLA_CNP","ADHD",0.502992424242424,0.125229120741663,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-lateralorbitofrontal"
347,"UCLA_CNP","ADHD",0.491590909090909,0.139198023945155,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-lingual"
348,"UCLA_CNP","ADHD",0.542234848484848,0.116847516590879,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-medialorbitofrontal"
349,"UCLA_CNP","ADHD",0.559734848484849,0.161650104583857,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-middletemporal"
350,"UCLA_CNP","ADHD",0.546742424242424,0.135830356252087,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-paracentral"
351,"UCLA_CNP","ADHD",0.533181818181818,0.139141309981479,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-parahippocampal"
352,"UCLA_CNP","ADHD",0.531174242424242,0.13475122174575,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-parsopercularis"
353,"UCLA_CNP","ADHD",0.481515151515152,0.129160141866911,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-parsorbitalis"
354,"UCLA_CNP","ADHD",0.552386363636364,0.14271186396398,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-parstriangularis"
355,"UCLA_CNP","ADHD",0.474924242424242,0.131816312713458,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-pericalcarine"
356,"UCLA_CNP","ADHD",0.539734848484849,0.122895289418226,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-postcentral"
357,"UCLA_CNP","ADHD",0.587159090909091,0.134643237862753,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-posteriorcingulate"
358,"UCLA_CNP","ADHD",0.523409090909091,0.142390922614513,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-precentral"
359,"UCLA_CNP","ADHD",0.622878787878788,0.130211793857235,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-precuneus"
360,"UCLA_CNP","ADHD",0.549166666666667,0.13689505081222,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-rostralanteriorcingulate"
361,"UCLA_CNP","ADHD",0.454772727272727,0.136076181564769,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-rostralmiddlefrontal"
362,"UCLA_CNP","ADHD",0.541742424242424,0.144542238787247,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-superiorfrontal"
363,"UCLA_CNP","ADHD",0.512083333333333,0.127543656446879,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-superiorparietal"
364,"UCLA_CNP","ADHD",0.492121212121212,0.129397134674374,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-superiortemporal"
365,"UCLA_CNP","ADHD",0.419734848484848,0.126934273064888,"Age+Sex+FD","Features+Confounds","Brain_Region","ctx-rh-supramarginal"
