"Study","Disorder","Analysis","Fold","Repeat","Balanced Accuracy","group_var"
"UCLA_CNP","ADHD","Brain_Region",7,3,44.3,"Right-Caudate"
"UCLA_CNP","ADHD","Brain_Region",7,4,77.3,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",7,5,64.8,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",7,6,55.7,"ctx-rh-parstriangularis"
"UCLA_CNP","ADHD","Brain_Region",7,7,52.3,"ctx-rh-isthmuscingulate"
"UCLA_CNP","ADHD","Brain_Region",7,8,48.9,"Right-Caudate"
"UCLA_CNP","ADHD","Brain_Region",7,9,55.7,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",7,10,61.4,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",8,1,56.8,"ctx-rh-precuneus ctx-rh-middletemporal"
"UCLA_CNP","ADHD","Brain_Region",8,2,31.8,"ctx-rh-bankssts"
"UCLA_CNP","ADHD","Brain_Region",8,3,77.3,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",8,4,30.7,"ctx-rh-lateralorbitofrontal"
"UCLA_CNP","ADHD","Brain_Region",8,5,72.7,"Right-Thalamus-Proper"
"UCLA_CNP","ADHD","Brain_Region",8,6,55.7,"Right-Caudate ctx-lh-parsorbitalis ctx-lh-parahippocampal ctx-lh-frontalpole"
"UCLA_CNP","ADHD","Brain_Region",8,7,56.8,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",8,8,56.8,"Right-Caudate"
"UCLA_CNP","ADHD","Brain_Region",8,9,47.7,"ctx-rh-rostralanteriorcingulate"
"UCLA_CNP","ADHD","Brain_Region",8,10,47.7,"Right-Caudate"
"UCLA_CNP","ADHD","Brain_Region",9,1,64.8,"ctx-lh-parsorbitalis"
"UCLA_CNP","ADHD","Brain_Region",9,2,47.7,"Right-Thalamus-Proper"
"UCLA_CNP","ADHD","Brain_Region",9,3,31.8,"ctx-rh-posteriorcingulate"
"UCLA_CNP","ADHD","Brain_Region",9,4,47.7,"ctx-lh-insula"
"UCLA_CNP","ADHD","Brain_Region",9,5,64.8,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",9,6,61.4,"ctx-rh-superiorfrontal"
"UCLA_CNP","ADHD","Brain_Region",9,7,47.7,"ctx-lh-insula"
"UCLA_CNP","ADHD","Brain_Region",9,8,44.3,"ctx-rh-posteriorcingulate"
"UCLA_CNP","ADHD","Brain_Region",9,9,44.3,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",9,10,53.4,"ctx-rh-parstriangularis"
"UCLA_CNP","ADHD","Brain_Region",10,1,52.3,"ctx-lh-precentral"
"UCLA_CNP","ADHD","Brain_Region",10,2,40.9,"ctx-rh-lateraloccipital"
"UCLA_CNP","ADHD","Brain_Region",10,3,60.2,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",10,4,64.8,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",10,5,31.8,"Right-Caudate"
"UCLA_CNP","ADHD","Brain_Region",10,6,61.4,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",10,7,64.8,"ctx-rh-lateraloccipital"
"UCLA_CNP","ADHD","Brain_Region",10,8,64.8,"ctx-rh-precuneus"
"UCLA_CNP","ADHD","Brain_Region",10,9,52.3,"ctx-rh-posteriorcingulate"
"UCLA_CNP","ADHD","Brain_Region",10,10,39.8,"ctx-rh-superiorfrontal ctx-lh-frontalpole"
"UCLA_CNP","ADHD","Univariate_Combo",1,1,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,2,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,3,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,4,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,5,66.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,6,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,7,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,8,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,9,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",1,10,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,1,37.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,2,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,3,66.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,4,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,5,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,6,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,7,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,8,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,9,83.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",2,10,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,1,54.2,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,2,54.2,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,3,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,4,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,5,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,6,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,7,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,8,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,9,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",3,10,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,1,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,2,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,3,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,4,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,5,66.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,6,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,7,33.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,8,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,9,70.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",4,10,54.2,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,1,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,2,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,3,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,4,70.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,5,75,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,6,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,7,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,8,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,9,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",5,10,58.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,1,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,2,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,3,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,4,79.2,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,5,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,6,79.2,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,7,45.8,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,8,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,9,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",6,10,41.7,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,1,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,2,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,3,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,4,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,5,53.4,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,6,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,7,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,8,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,9,44.3,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",7,10,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,1,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,2,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,3,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,4,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,5,53.4,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,6,58,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,7,53.4,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,8,58,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,9,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",8,10,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,1,83,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,2,58,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,3,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,4,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,5,62.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,6,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,7,75,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,8,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,9,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",9,10,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,1,36.4,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,2,40.9,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,3,45.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,4,75,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,5,50,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,6,36.4,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,7,58,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,8,70.5,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,9,58,"Combo"
"UCLA_CNP","ADHD","Univariate_Combo",10,10,53.4,"Combo"
"UCLA_CNP","ADHD","catch25_feature",1,1,45.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",1,2,62.5,"DFA"
"UCLA_CNP","ADHD","catch25_feature",1,3,50,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",1,4,66.7,"periodicity"
"UCLA_CNP","ADHD","catch25_feature",1,5,41.7,"outlier_timing_neg"
"UCLA_CNP","ADHD","catch25_feature",1,6,37.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",1,7,29.2,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",1,8,25,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",1,9,50,"periodicity"
"UCLA_CNP","ADHD","catch25_feature",1,10,45.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,1,41.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,2,54.2,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,3,54.2,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,4,45.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,5,50,"DFA"
"UCLA_CNP","ADHD","catch25_feature",2,6,33.3,"mode_5"
"UCLA_CNP","ADHD","catch25_feature",2,7,45.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,8,41.7,"DFA"
"UCLA_CNP","ADHD","catch25_feature",2,9,70.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",2,10,37.5,"periodicity"
"UCLA_CNP","ADHD","catch25_feature",3,1,37.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",3,2,20.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",3,3,12.5,"DFA"
"UCLA_CNP","ADHD","catch25_feature",3,4,54.2,"mode_5"
"UCLA_CNP","ADHD","catch25_feature",3,5,33.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",3,6,66.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",3,7,50,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",3,8,58.3,"stretch_decreasing"
"UCLA_CNP","ADHD","catch25_feature",3,9,37.5,"DFA"
"UCLA_CNP","ADHD","catch25_feature",3,10,33.3,"DFA"
"UCLA_CNP","ADHD","catch25_feature",4,1,33.3,"mode_5"
"UCLA_CNP","ADHD","catch25_feature",4,2,58.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,3,54.2,"stretch_decreasing"
"UCLA_CNP","ADHD","catch25_feature",4,4,62.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,5,41.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,6,41.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,7,45.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,8,37.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,9,41.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",4,10,25,"transition_variance"
"UCLA_CNP","ADHD","catch25_feature",5,1,50,"mode_5"
"UCLA_CNP","ADHD","catch25_feature",5,2,47.9,"rs_range DFA"
"UCLA_CNP","ADHD","catch25_feature",5,3,45.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",5,4,37.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",5,5,50,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",5,6,54.2,"DFA"
"UCLA_CNP","ADHD","catch25_feature",5,7,50,"rs_range stretch_decreasing"
"UCLA_CNP","ADHD","catch25_feature",5,8,33.3,"periodicity"
"UCLA_CNP","ADHD","catch25_feature",5,9,41.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",5,10,37.5,"DFA"
"UCLA_CNP","ADHD","catch25_feature",6,1,45.8,"DFA"
"UCLA_CNP","ADHD","catch25_feature",6,2,29.2,"mode_5"
"UCLA_CNP","ADHD","catch25_feature",6,3,37.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,4,66.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,5,75,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,6,58.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,7,41.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,8,25,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,9,54.2,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",6,10,50,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",7,1,48.9,"DFA"
"UCLA_CNP","ADHD","catch25_feature",7,2,56.8,"mode_5"
"UCLA_CNP","ADHD","catch25_feature",7,3,56.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",7,4,36.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",7,5,56.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",7,6,31.8,"DFA"
"UCLA_CNP","ADHD","catch25_feature",7,7,47.7,"DFA"
"UCLA_CNP","ADHD","catch25_feature",7,8,61.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",7,9,56.8,"DFA"
"UCLA_CNP","ADHD","catch25_feature",7,10,56.8,"DFA outlier_timing_neg"
"UCLA_CNP","ADHD","catch25_feature",8,1,44.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,2,39.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,3,44.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,4,61.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,5,22.7,"stretch_decreasing"
"UCLA_CNP","ADHD","catch25_feature",8,6,61.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,7,52.8,"mode_5 rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,8,69.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,9,52.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",8,10,65.9,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,1,52.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,2,52.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,3,48.9,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,4,44.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,5,53.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,6,30.7,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,7,36.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,8,31.8,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,9,62.5,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",9,10,27.3,"mode_10"
"UCLA_CNP","ADHD","catch25_feature",10,1,44.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",10,2,44.3,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",10,3,31.8,"DFA"
"UCLA_CNP","ADHD","catch25_feature",10,4,43.8,"DFA periodicity"
"UCLA_CNP","ADHD","catch25_feature",10,5,35.2,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",10,6,61.4,"rs_range"
"UCLA_CNP","ADHD","catch25_feature",10,7,73.9,"DFA"
"UCLA_CNP","ADHD","catch25_feature",10,8,62.5,"rs_range stretch_decreasing"
"UCLA_CNP","ADHD","catch25_feature",10,9,52.8,"rs_range DFA"
"UCLA_CNP","ADHD","catch25_feature",10,10,69.3,"rs_range"
"UCLA_CNP","BP","Brain_Region",1,1,55,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",1,2,57.5,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",1,3,53.3,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",1,4,63.3,"ctx-rh-precentral"
"UCLA_CNP","BP","Brain_Region",1,5,33.3,"ctx-lh-precentral"
"UCLA_CNP","BP","Brain_Region",1,6,49.2,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Brain_Region",1,7,60.8,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Brain_Region",1,8,65,"Left-Caudate"
"UCLA_CNP","BP","Brain_Region",1,9,49.2,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",1,10,39.2,"Left-Pallidum"
"UCLA_CNP","BP","Brain_Region",2,1,81.7,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",2,2,50.8,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",2,3,39.2,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",2,4,63.3,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Brain_Region",2,5,41.7,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",2,6,49.2,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",2,7,61.7,"ctx-lh-insula"
"UCLA_CNP","BP","Brain_Region",2,8,45,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",2,9,59.2,"ctx-rh-temporalpole"
"UCLA_CNP","BP","Brain_Region",2,10,46.7,"ctx-rh-supramarginal"
"UCLA_CNP","BP","Brain_Region",3,1,55.8,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",3,2,47.5,"ctx-lh-precentral"
"UCLA_CNP","BP","Brain_Region",3,3,55,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",3,4,50.8,"Right-Thalamus-Proper ctx-rh-insula"
"UCLA_CNP","BP","Brain_Region",3,5,77.5,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",3,6,43.3,"Left-Caudate"
"UCLA_CNP","BP","Brain_Region",3,7,65,"Left-Pallidum"
"UCLA_CNP","BP","Brain_Region",3,8,59.2,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Brain_Region",3,9,45,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",3,10,87.5,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",4,1,81.7,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",4,2,49.2,"ctx-lh-temporalpole"
"UCLA_CNP","BP","Brain_Region",4,3,67.5,"ctx-rh-postcentral"
"UCLA_CNP","BP","Brain_Region",4,4,40.8,"ctx-lh-posteriorcingulate"
"UCLA_CNP","BP","Brain_Region",4,5,59.2,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",4,6,49.2,"ctx-rh-postcentral"
"UCLA_CNP","BP","Brain_Region",4,7,45,"ctx-rh-postcentral"
"UCLA_CNP","BP","Brain_Region",4,8,47.5,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",4,9,67.5,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",4,10,50.8,"Left-Caudate"
"UCLA_CNP","BP","Brain_Region",5,1,43.3,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",5,2,35,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",5,3,40.8,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",5,4,65.8,"ctx-rh-insula"
"UCLA_CNP","BP","Brain_Region",5,5,39.2,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",5,6,63.3,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",5,7,49.2,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",5,8,59.2,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",5,9,45,"ctx-lh-transversetemporal"
"UCLA_CNP","BP","Brain_Region",5,10,61.7,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Brain_Region",6,1,54.2,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",6,2,66.7,"Left-Caudate"
"UCLA_CNP","BP","Brain_Region",6,3,50,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",6,4,33.3,"ctx-lh-posteriorcingulate"
"UCLA_CNP","BP","Brain_Region",6,5,37.5,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",6,6,20.8,"ctx-rh-temporalpole"
"UCLA_CNP","BP","Brain_Region",6,7,62.5,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",6,8,37.5,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",6,9,66.7,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",6,10,54.2,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",7,1,38.2,"ctx-rh-insula"
"UCLA_CNP","BP","Brain_Region",7,2,71.8,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",7,3,29.1,"ctx-lh-paracentral"
"UCLA_CNP","BP","Brain_Region",7,4,80.9,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",7,5,70.9,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",7,6,57.3,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",7,7,61.8,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",7,8,42.7,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",7,9,46.4,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",7,10,67.3,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",8,1,57.3,"Left-Caudate"
"UCLA_CNP","BP","Brain_Region",8,2,39.1,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",8,3,38.2,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",8,4,67.3,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",8,5,52.7,"Left-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",8,6,76.4,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",8,7,56.4,"Left-Caudate"
"UCLA_CNP","BP","Brain_Region",8,8,60,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",8,9,42.7,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",8,10,66.4,"ctx-rh-frontalpole"
"UCLA_CNP","BP","Brain_Region",9,1,60.9,"ctx-rh-postcentral"
"UCLA_CNP","BP","Brain_Region",9,2,46.4,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",9,3,57.3,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",9,4,46.4,"ctx-lh-insula"
"UCLA_CNP","BP","Brain_Region",9,5,67.3,"Left-Pallidum"
"UCLA_CNP","BP","Brain_Region",9,6,52.7,"ctx-lh-isthmuscingulate"
"UCLA_CNP","BP","Brain_Region",9,7,52.7,"ctx-lh-transversetemporal"
"UCLA_CNP","BP","Brain_Region",9,8,47.3,"ctx-lh-inferiorparietal"
"UCLA_CNP","BP","Brain_Region",9,9,71.8,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",9,10,56.4,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",10,1,48.2,"Right-Thalamus-Proper"
"UCLA_CNP","BP","Brain_Region",10,2,85.5,"ctx-rh-insula"
"UCLA_CNP","BP","Brain_Region",10,3,66.4,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Brain_Region",10,4,37.3,"ctx-rh-lateraloccipital"
"UCLA_CNP","BP","Brain_Region",10,5,56.4,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",10,6,51.8,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",10,7,61.8,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",10,8,56.4,"ctx-lh-isthmuscingulate"
"UCLA_CNP","BP","Brain_Region",10,9,51.8,"Right-Hippocampus"
"UCLA_CNP","BP","Brain_Region",10,10,48.2,"ctx-rh-parahippocampal"
"UCLA_CNP","BP","Univariate_Combo",1,1,75.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,2,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,3,75.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,4,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,5,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,6,67.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,7,55.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,8,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,9,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",1,10,51.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,1,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,2,43.3,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,3,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,4,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,5,65.8,"Combo"
